registration,admin_id,aircraft_id,operator,registration_id
N528WG,1,1206,Tigress Air III,9828
UK-70152,1,702,Uzbekistan Airways,13813
AU-871,1,2383,Uruguayan Navy,3155
5Y-NPD,1,1687,"Airworks, op.for UN",2073
SE-IVF/585,1,1445,Swedish Coast Guard,13081
5N-BFK,1,1606,ADC Airlines,1934
XA-UBL,1,1687,Aerotucán,14724
D-ABVY,1,2358,Lufthansa,5435
N232TN,1,1366,Juventude,8881
9L-LFQ,1,1031,748 Air Services,2738
RP-C2695,1,2384,Interisland Airlines,12958
C-FIZD,1,971,Provincial Airlines,3430
TL12-2/31,1,1406,Thai AF,13724
C-FTNV,1,1264,Perimeter Airlines,3541
9Q-CBQ,1,1217,Gomair,2841
IN135,1,2385,Indian Navy,7741
9Q-COL,1,1587,TRACEP-Congo Aviation,2883
AMP-114,1,2386,Mexican Navy,3070
RP-C3590,1,2387,Aboitiz Air,12973
YL-KSB,1,1741,KS Avia,15049
PK-YPY,1,971,Trigana Air Service,12101
HK-3667X,1,1999,Aerosucre Colombia,7366
VP-FBI,1,1656,FIGAS,14166
N8950E,1,857,Northwest Airlines,10980
FAC-5054,1,1660,Colombian AF,6439
YV1756,1,2388,T.A. Corpor. 2006,15290
PP-PTB,1,1911,Puma Air,12247
C-GAJS,1,1245,Canadian Global Air Ambulance,3571
15-2255,1,2389,Iranian Revolutionary Guard,335
HL5229,1,2390,Hansung Airlines,7479
D-CGSP,1,2391,Grob,5502
N501SP,1,1303,Premier Air Management,9738
RA-01146,1,109,ALCI,12569
N335AK,1,304,Wings Airline Services,9217
YK-AHB,1,2392,Syrianair,15043
ST-ASJ,1,1787,Sudan Airways,13231
I-DPCD,1,2013,"Civil Protection Department, op.for SOREM",7684
LV-WRA,1,1390,Baires Fly,8105
FAM-3103,1,1914,Mexican AF,6496
XA-TJU,1,2393,Jett Paqueteria,14710
PK-LIJ,1,1648,Lion Air,11960
RA-33565,1,537,2nd Sverdlovsk Aviation Enterprise,12678
N673AA,1,2394,Southwest Airlines,10201
N207WN,1,2348,Southwest Airlines,8797
ZK-WNZ,1,1215,Island Air Charters,15378
VP-BQS,1,2297,Aeroflot,14149
N80SL,1,1303,private,10725
N99TH,1,848,Alpine Aviation,11317
C-GPSH,1,18,Buffalo Airways,3721
5Y-SRK,1,2395,"Sky Relief Services, op.for Red Cross",2086
XA-TNP,1,2396,Facts Air,14713
PK-VIN,1,1120,Dirgantara Air Services,12064
PK-KKW,1,1864,AdamAir,11949
C-GFFN,1,1128,Transwest Air,3613
ER-26068,1,2323,Aeriantur-M Airlines,5944
N444TW,1,1483,Ameristar Jet Charter,9529
C-FBIP,1,2022,Peace Air,3357
N40AN,1,1245,AirNet Systems,9450
PK-BRM,1,1716,Aviastar Mandiri,11852
N77215,1,1888,SunQuest,10587
PK-RPX,1,1231,"RPX Airlines, op.for Gading Sari Aviation Services",12042
N82FA,1,178,Brooks Air Fuel,10796
SP-FIN,1,300,private,13110
SP-AOA,1,702,Aeroklub Jeleniogórski,13096
TC-MBE,1,1908,MNG Airlines,13594
ST-SDA ?,1,2397,Air West,13250
N492AT,1,1430,Air Trek,9695
N699CZ,1,932,Freight Runners Express,10270
EC-IBM,1,2214,Air Nostrum,5770
F-GMPG,1,1586,Régional,6302
N17337,1,2309,"America West Express, opb Mesa Airlines",8652
F-HALS,1,1880,Alsair,6326
N777AJ,1,2068,Horizon Timber Services,10596
HK-4277,1,2122,TAMPA Colombia,7406
LY-AJG,1,537,private,8132
N1308T,1,857,Northwest Airlines,8465
N45MF,1,1206,Metro Aviation,9597
VQ-TIU,1,1465,Air Turks & Caicos,14212
RP-C1047,1,1157,private,12931
N1116Y,1,1687,Suburban Air Freight,8326
C-GKCJ,1,971,Air Inuit,3669
ZH876,1,2398,RAF,15337
N168CK,1,2399,FortAero,8626
5Y-BNN,1,1687,Stellavia,2023
N862RW,1,2378,"Shuttle America, opf Delta Connection",10892
PK-KKV,1,2400,AdamAir,11948
ST-AQE,1,1031,"United Arabian Airlines, op.for AZZA Transport",13219
N786UA,1,2401,United Airlines,10632
YV265T,1,1119,Unknown,15307
D-ILFB,1,1656,LFH Luftverkehr,5558
PK-GZC,1,2402,Garuda,11917
EW-78826,1,1539,Transaviaexport,6043
S2-ADE,1,2403,Biman Bangladesh,13012
OD-IST,1,1689,First Kuwaiti Trading & Contracting,11469
JA849A,1,2245,"Air Central Co., op.for All Nippon",7819
EW-32744,1,537,Aviakompania Grodno,6039
LZ-LDD,1,1588,"Bulgarian Air Charter, op.for Kish Air",8165
RA-65021,1,1557,UTair Aviation,12753
N511AT,1,1102,Air Trek,9776
EW-78849,1,1539,Transaviaexport,6044
YA-BAD,1,2404,Ariana Afghan Airlines,14986
N129KJ,1,2405,XOJet,8457
N527PA,1,1227,Phoenix Air,9826
YV-1953C,1,300,Mayor y Detal de Víveres,15183
XA-AEG,1,454,Mex-Jet Cargo,14579
N877GA,1,1828,Allegiant Air,10929
P2-ALU,1,1332,Airlink,11657
BDF-05,1,1261,Belize AF,3312
N77181,1,2309,"Mesa Airlines, op.for United Express",10583
D6-CAK,1,1217,Comores Aviation,5620
TC-APU,1,2406,Pegasus Airlines,13542
N8905F,1,2309,"Northwest Airlink, opb Pinnacle Airlines",10965
A7-ABV,1,1854,Qatar Airways,3040
C6-BFN,1,2005,Bahamasair,3820
8R-GET,1,1215,ASL,2615
N634MA,1,1120,McCall Aviation,10107
N22HP,1,1636,Hamilton Ranches,8873
5Y-KYA,1,2407,Kenya Airways,2063
PT-WAW,1,1960,NHR Táxi-Aéreo,12535
742/F-RACB,1,970,"French AF, op.for MFO",2450
EX-093,1,1539,Tenir Airlines,6053
4K-AZ41,1,1539,Silk Way,1261
TN-AHE,1,1217,Safe Air Company,13742
N950AA,1,1518,Alpine Aviation,11192
C-FRIL,1,2015,Air Canada Jazz,3513
YV1257,1,1128,Aeroguaparo,15279
HK-3199,1,64,Aerovanguardia,7340
N898AT,1,565,Brooks Air Fuel,10987
JW9036,1,2408,Tanzanian AF,7846
PK-YRU,1,971,Trigana Air Service,12106
HB-IMJ,1,2211,G5 Executive,7030
C-GZCW,1,2373,Black Sheep Aviation & Cattle Co.,3810
N550BP,1,1430,Marlin Air,9876
N914DD,1,1850,"Kerry Acquisitions, op.for Trishan Air",11076
VT-FFB,1,2409,First Flight Couriers,14408
N27MR,1,1148,Island Air Service,9009
ZK-EAK,1,1880,"Air New Zealand Link, opb Eagle Airways",15349
N731BE,1,2171,American Eagle Airlines,10426
N253GL,1,1880,Great Lakes Airlines,8935
9Q-CEU,1,1217,Karibu Airways,2850
EX-901,1,916,Kyrgyzstan Government,6062
7O-ADK,1,971,Yemenia Airways,2483
XU-U4A,1,764,PMT Air,14872
N450AX,1,2410,"California Forestry and Fire Protection, opb 10 Tanker Air Carrie",9555
EI-CSN,1,2411,Ryanair,5810
9Q-CTM,1,2021,Business Aviation,2900
N133RS,1,708,Golden Wings Charter,8486
D2-TBP,1,1456,TAAG,5603
TU-VAA,1,1586,Ivory Coast Government,13786
N771HR,1,1102,IHR Administrative Services,10584
XA-SMR,1,731,Aerodan,14688
VT-JCE,1,2354,Jet Airways,14412
XA-TFL,1,2306,Jett Paqueteria,14708
N208EC,1,1687,Lancton Taverns,8802
5Y-BTT,1,1602,Aero Kenya,2028
C-FAWC,1,722,Liard Air,3350
5H-PAR,1,1870,Precision Air,1878
N6561B,1,1120,Salmon Air Taxi,10158
PT-MFK,1,1809,Pantanal,12482
PR-MBK,1,2412,TAM Brasil,12364
HK-4455,1,2413,Aero República,7412
9Q-CIM,1,1217,Cargo Bull Aviation,2860
YV1182,1,1687,Línea Turística Aereotuy - LTA,15276
N70SK,1,833,SK Logistics,10331
2055,1,2255,Hellenic AF,511
I-DPCX,1,2013,"Civil Protection Department, op.for SOREM",7688
EX-030,1,764,"Aquiline, opf Djibouti Airlines",6051
G-VIIK,1,2414,British Airways,6909
G-EUXH,1,2195,British Airways,6851
RA-93912,1,1031,ATRAN,12874
ST-ATF,1,1770,Alok Air,13232
HK-1149,1,64,Aerovanguardia,7186
5Y-HHM,1,1544,Blue Bird Aviation,2054
F-OIQI,1,971,Air Moorea,6370
RA-65573,1,1663,Russian AF,12758
N500ND,1,1245,World Jet II,9725
HL5256,1,2245,Jeju Air,7480
N125PT,1,1279,Jet East,8424
TC-AKN,1,1828,Atlasjet,13540
HB-IYU,1,1971,Swiss European Air Lines,7039
B-18616,1,2415,China Airlines,3207
EC-FIH,1,1949,Iberia,5746
HK-4389,1,2323,SELVA Colombia,7409
PT-SDB,1,1332,Two Táxi Aéreo,12516
N9CU,1,1932,Jet Shares,11320
9Q-CAC,1,1770,GLBC,2826
EX-70292,1,109,Unknown,6058
HK-4117,1,1770,SELVA Colombia,7398
XV205,1,2359,RAF,14888
XY-AGA,1,1381,Myanma Airways,14976
ZS-NJK,1,1420,"Solenta Aviation, op.for Air Serv International",15441
HH-CAR,1,1687,Caribintair,7122
N726JR,1,2416,Jet Lease Corp.,10394
N702PA,1,1687,Paragon Air Express,10292
4L-SAS,1,1031,"Galaxy Incorporation, lsf Transaviaservice",1270
LN-RDK,1,2245,SAS,7975
HH-CAW,1,1687,Caribintair,7123
LN-RDS,1,2245,SAS,7976
N971TB,1,2190,TBAC,11244
N525EZ,1,2417,Eli's Bread,9813
XA-MAC,1,1980,Magnicharters,14641
N100G,1,2127,Hawk Flight,8244
UR-CEN,1,608,Veteran Airline,13904
HS-OMG,1,1588,"Orient Thai Airlines, op.for One-Two-Go Airlines",7576
N2088Z,1,1353,Arctic Circle Air Service,8798
D-ADHA,1,2245,"Lufthansa Regional, opb Augsburg Airways",5443
5Y-HHK,1,1206,Blue Bird Aviation,2053
N987SA,1,2418,Donna Blue Aircraft,11273
9Q-CVL,1,1217,Free Airlines,2912
ZS-SSD,1,1823,Fugro Airborne Surveys,15479
N454AA,1,1588,American Airlines,9572
9Q-CZB,1,1600,"KNG Transavia Cargo, op.for Business and Cargo Company",2926
9Q-COS,1,1174,"El Sam Airlift, op.for Malift Air",2887
I-SRME,1,902,"SOREM, op.for Istanbul Municipality",7719
D-AERK,1,2124,LTU,5447
N430A,1,1687,Kapowsin Air Sports,9498
XB-KKU,1,1110,private,14766
HK-4055,1,2419,Nacional de Aviación,7395
SU-BOY,1,1828,AMC Aviation,13304
HK-4422,1,1544,Rio Sur,7411
VH-EEB,1,1911,Pel-Air,13996
N65BT,1,1425,Sabre 65,10167
XU-365,1,1031,Imtrec Aviation,14865
G-CHES,1,1157,Auxiliar de Actividades Aérea,6838
N31MC,1,1245,JaGee Ventures,9164
C-FNIF,1,1128,Air Creebec,3475
RP-C3224,1,2034,Philippine Air Lines,12967
LN-RDI,1,2245,SAS,7974
N697MC,1,1836,Northeast Air & Sea Services,10263
EC-HBM,1,2420,Air Europa,5762
N800CC,1,2421,CIT Leasing Corp.,10673
HP-1541PST,1,449,Air Panamá,7526
5A-DOZ,1,1174,Libyan Air Cargo,1842
PK-RIL,1,1612,Mandala Airlines,12038
PT-OVC,1,1245,Reali Táxi Aéreo,12512
XB-JVV,1,1128,private,14765
XA-UBC,1,1687,Aéreo Calafia,14723
N30GC,1,1128,RHB-JMJ,9120
ZS-OEZ,1,1612,Nationwide Airlines,15450
ST-JUA,1,850,Juba Air Cargo,13240
EC-JOH,1,2422,Iberia,5775
C-GXPR,1,2423,Jetport,3797
F-WWCJ,1,2424,Airbus Industrie,6386
YV1387,1,1206,Unknown,15281
TC-AKM,1,1828,"Atlasjet, lsf World Focus Airlines",13539
V3-HFS,1,1687,Maya Island Air,13937
N28MG,1,1647,"Castle Aviation, op.for AirNet Systems",9044
N925TT,1,1206,QB Corporation,11104
5Y-SLA,1,1687,SafariLink,2082
5Y-MEG,1,1481,Trident Aviation,2066
N470ZW,1,2309,"US Airways Express, opb Air Wisconsin",9626
HR-ATI,1,651,Atlantic Airlines,7557
N206AV,1,1478,Ameriflight,8794
N13616,1,2425,Spectator Grupa,8496
N954PA,1,1687,Agape Flights,11204
C-FMKB,1,1879,Kenn Borek Air,3466
D-ARWE,1,2151,Jet Connection Business Flight,5473
P-833,1,1300,Indonesian Navy,11649
YR-BGC,1,2426,Tarom,15085
UR-TSI,1,1031,Africa West Airlines,13922
RP-C3592,1,1018,Asian Spirit,12974
EP-IDB,1,1586,Iran Air,5909
SAN-208,1,2427,Servicio Aéreo Nacional - SAN,13049
YV2081,1,2021,Transaven,15298
N349NB,1,2133,Northwest Airlines,9254
HA-MKK,1,537,Letalska sola Solt,6990
N410UB,1,1695,Alpine Aviation,9461
G-YMMM,1,2186,British Airways,6917
D2-FFK,1,1544,Gira Globo,5592
19,1,2428,Polish AF,473
HK-2006,1,64,VIARCO,7279
EK11660,1,1031,Aéro-Service,5847
9L-LEF,1,1666,"Teebah Airlines, op.for Canadian Airways Congo",2737
PK-VSE,1,1716,Dirgantara Air Services,12076
N605NW,1,830,Northwest Airlines,10011
HK-3997,1,2429,AIRES Colombia,7388
PK-MBP,1,2400,Merpati Nusantara,11974
CP-2429,1,2430,LAB,5238
N102PT,1,2296,private,8268
N3RP,1,2327,Qualint,9393
N400FR,1,1526,Romair,9399
N430MP,1,1076,ABA Aviation Resources,9499
N527MC,1,2431,Atlas Air,9825
TC-MBG,1,883,MNG Airlines,13595
VP-AAG,1,1148,"Trans Anguilla Airways, op.for Air Montserrat",14133
N120SC,1,1126,McNeely Charter Service,8384
HI-653CA,1,1148,Caribair,7155
FAC-1258,1,1680,Colombian AF,6433
VH-NXE,1,2432,"Qantas, opb National Jet Systems",14051
ZK-ECN,1,2141,"Air National, op.for Air New Zealand",15350
YV298T,1,857,Aserca Airlines,15311
N16DK,1,2249,DEKA Research & Development,8635
YV186T,1,2024,SASCA Airlines,15292
EW-101PJ,1,2015,Belavia,6036
UN-76020,1,1539,Asia Continental Airlines,13831
N828MD,1,2378,"US Airways Express, opb Republic Airlines",10792
N752US,1,2433,US Airways,10523
N385EM,1,1836,private,9350
RA-76366,1,1539,Volga-Dnepr,12797
XY-AIE,1,1870,Air Bagan,14980
YV1449,1,1809,Santa Bárbara Airlines,15282
N305PC,1,1880,Peabody Coal Company,9107
RP-C5328,1,2434,South East Asian Airlines,12979
G-PASV,1,1700,Unknown,6896
N113SH,1,1102,Interstate Helicopters,8345
PK-VTQ,1,2177,Manunggal Air,12080
ZS-LFU,1,1544,Invicta Bearings,15427
PK-KKT,1,2435,AdamAir,11947
7T-VKA,1,2436,Air Algérie,2509
5N-JAH,1,1880,Wings Aviation,1953
D-CTOB,1,1802,Cirrus Airlines,5517
VT-RAL,1,2249,Ran Air,14420
C-FURG,1,1497,Gouvernement du Québec,3547
EI-DAF,1,2411,Ryanair,5811
TF-ARS,1,1989,"Air Atlanta Icelandic, op.for Saudi Arabian",13624
VP-BGE,1,1102,private,14142
OY-BZT,1,1430,BenAir,11598
PZ-TSO,1,1587,Blue Wing Airlines,12553
5H-AWK,1,1823,Auric Air,1864
T-84,1,1112,Argentine AF,13409
265,1,1218,Vietnam People's Air Force,622
VH-OZA,1,1390,Airtex Aviation,14058
ST-AZL,1,1770,Kata Air Transport,13236
YV259T,1,1876,private,15305
9Q-CHN,1,1987,Hewa Bora Airways,2857
3C-5GE,1,1674,Equatorial Guinea National Guard,739
N54PV,1,2425,California Natural Products,9872
CU-T1283,1,1211,Cubana,5370
PT-OCV,1,1332,Rico Linhas Aéreas,12496
RA-86833,1,1315,Russian AF,12853
YR-BEB,1,1607,"Romavia, op.for Carpatair",15084
5Y-SPK,1,1687,AIM Air,2084
N565TA,1,2373,Talkeetna Air Taxi,9928
5Y-VVF,1,1787,Blue Bird Aviation,2098
ZS-LYA,1,1544,Private,15432
C-GYQM,1,1689,Prince Edward Air,3803
5Y-FLX,1,1602,"Flex Air, op.for Southern Sudan Air Connection",2049
AP-BJA ?,1,2195,Airblue,3138
N904FX,1,2023,FedEx,11013
N905FX,1,2023,FedEx,11020
N893FE,1,1647,"FedEx, opb CSA Air",10975
YR-PBL,1,537,Victor Avia,15107
C-GSUV,1,2283,Adventure Air,3752
RA-84642,1,537,"Avialesookhrana, op.for Krasnoyarskaya Baza Lesoohrani",12821
93-0633,1,2270,USAF,2640
N195GA,1,1602,Alpine Aviation,8729
N704CK,1,2437,Kalitta Air,10301
RA-12957,1,1031,Moskovia Airlines,12626
9Q-CMG,1,1770,GLBC,2877
N369B,1,2438,Buckle,9304
EI-TAF,1,2412,TACA,5833
N102VE,1,1687,SkyDive Greensburg,8270
RA-68068,1,537,private,12779
CC-CTR,1,1687,Patagonia Airlines,3902
5A-DAU,1,971,Waha Oil Company,1808
ST-ATN,1,1892,Sudan Airways,13233
D-CFAI,1,1245,"FAI Air Service, op.for UN",5497
B-3841,1,1789,China Flying Dragon,3281
5Y-TSL,1,1445,Turbine Services,2090
F-AZHB,1,300,Aéroclub Paris-Est,6081
N656WA,1,722,Wiggins Airways,10160
HA-MBC,1,537,Air Patrol,6978
HB-JGA,1,2245,SkyWork Airlines,7044
A-2106,1,2163,Indonesian AF,2980
RA-01132,1,109,Avialesookhrana,12568
ST-ARN,1,1600,Juba Air Cargo,13226
N457PS,1,1802,"US Airways Express, opb PSA Airlines",9586
86-0412,1,2439,USAF,2568
N799AX,1,2440,ABX Air,10663
RF-00403,1,109,Armavir,12897
ST-WTB,1,1539,Ababeel Aviation,13256
RA-85667,1,1639,Aeroflot,12837
PT-MEE,1,1687,TAM,12478
947,1,970,Chilean AF,2659
EK-76400,1,1539,Click Airways International,5845
YV1152,1,1102,Servicios Aéreos Permagas,15274
N199US,1,2286,USA Jet Airlines,8747
N714CK,1,2441,"Kalitta Air, op.for Centurion Air Cargo",10354
N706EV,1,2442,"Delta Connection, opb ASA",10304
N916EV,1,2214,"Delta Connection, opb ASA",11078
N975EV,1,2214,"Delta Connection, opb ASA",11251
CC-CFM,1,932,Aerocord,3885
5Y-VVB,1,2443,SafariLink,2096
8Q-MAS,1,971,Maldivian Air Taxi,2592
5N-BIG,1,2444,Chanchangi Airlines,1937
PT-WHF,1,1748,Líder Táxi Aéreo,12537
C-GBEB,1,971,North-Wright Airways,3578
G-DHJH,1,2297,Thomas Cook Airlines,6845
C-GLKF,1,2445,Kelowna Flightcraft,3683
FAB-92,1,877,TAM,6407
PK-GZN,1,2446,Garuda,11918
VH-OJK,1,2107,Qantas,14056
G-MARA,1,2195,Monarch Airlines,6878
N333MY,1,2447,My Aviation,9210
N818MV,1,1631,East Coast Jets,10754
EC-FPD,1,1949,Iberia,5748
XB-KPB,1,1245,Todo Para la Aeronautica,14768
JA8955,1,2096,All Nippon,7835
N827DP,1,1430,Drug Plastics & Glass Company Inc,10790
1212,1,1092,United Arab Emirates AF,113
5Y-BVF,1,883,Fly540,2031
D-CAAW,1,2448,"Advanced Aviation, op.for Minair",5481
YV1987,1,1700,Private,15297
N223LC,1,1303,Corus Hardware Corporation,8855
EC-HFP,1,1588,Spanair,5766
N601PC,1,1128,"Leavitt Group Wings, op.for Southwest Skin and Cancer",10001
HK-3952,1,2005,AIRES Colombia,7383
EX-009,1,2449,"Itek Air, opf Iran Aseman Airlines",6048
TG-JCS,1,1520,Aéreo Ruta Maya,13661
I-ADLM,1,2354,Air Dolomiti,7642
4593,1,1338,Philippine AF,1163
ST-...,1,2397,Sun Air Company,13195
PK-CJG,1,1238,Sriwijaya Air,11858
RA-68126,1,537,Aero-Transit,12781
YV102T,1,1726,Conviasa,15271
N2699Y,1,1390,McNeely Charter Service,8976
N587X,1,609,Air Tahoma,9969
ZS-OLD,1,1695,"CemAir, op.for Air Serv International",15453
N839QS,1,2366,NetJets,10816
N4235T,1,2051,Neptune Aviation Services,9487
A4-285,1,623,RAAF,3010
V3-HFQ,1,1687,Tropic Air,13936
RA-11652,1,630,Russian AF,12618
9M-MDN,1,1420,MASwings,2756
VP-BKO,1,2450,Aeroflot-Nord,14145
4L-MJX,1,969,EuroLine,1269
N999LJ,1,1932,Global Exec Aviation,11312
HC-CDT,1,1381,ICARO,7112
N30W,1,2451,Dynamic Aviation Group Inc,9124
T-311,1,2260,Angolan AF,13381
5Y-OPL,1,1481,Trident Aviation,2076
EI-DON,1,1694,KD Avia,5814
ZS-OSD,1,1148,private,15458
VH-QPA,1,2452,Qantas,14066
N525ZS,1,1104,Woolie Enterprises,9819
YV162T,1,2039,Rutaca,15285
8021,1,2453,South African AF,2525
YK-ASA,1,986,Syrianair,15047
N448UA,1,2136,United Airlines,9542
158573,1,1043,US Navy,393
OO-CBA,1,2454,Cargo B Airlines,11560
ZS-PCM,1,1687,AAA Investments,15463
N437RA,1,1445,Arctic Transportation Services,9513
N200JL,1,1206,Private,8767
XC-VMC,1,2069,Mexican Government,14816
PK-TXL,1,1802,Express Air,12058
RA-40280,1,724,Naryan-Mar Air Enterprise,12687
EI-DYG,1,2411,Ryanair,5818
UR-PLV,1,608,Veteran Airline,13919
C-GWWQ,1,1104,National Aviation,3789
S9-SAO,1,608,British Gulf International Airlines,13044
C-FSNA,1,1128,SkyNorth Air,3531
PT-OSR,1,1544,JC Showsa (Banda Calypso),12509
D-AXLA,1,2136,"Air New Zealand, op.for XL Airways Germany",5474
C-FNAY,1,2022,Northwestern Air,3474
I-FLYI,1,2455,Eurofly Service,7694
XC-LGD,1,619,", op.for Tlaxcala State Government",14806
HK-4235,1,1762,SEARCA,7403
PK-BRS,1,971,Aviastar Mandiri,11854
C-FYEV,1,2280,Summit Air Charters,3563
N650LP,1,1193,Línea Aérea Puertorriqueña,10139
XA-UFQ,1,1044,CESA Cargo,14726
ZS-NXH,1,1206,Ferox Investment,15447
YJ-RV2,1,1120,Air Vanuatu,15030
N18611,1,2062,Continental Air Lines,8692
N165TW,1,752,Ameristar Jet Charter,8613
N20NL,1,2249,CNS Corporation,8818
S9-SAM,1,1031,British Gulf International Airlines,13043
N279AJ,1,2456,Aero Jet Services,9008
XA-PYN,1,2032,Aero Cabo,14662
N815MA,1,1430,"JODA, op.for Caribair",10747
C-GEAJ,1,1879,ALCI Aviation,3603
EP-858,1,1660,Peruvian Army,5872
RP-C8893,1,2457,Zest Airways,13000
S9-KAS,1,969,Daallo Airlines,13039
N106US,1,2034,US Airways,8303
RA-76825,1,1698,Russian Ministry of Interior,12806
RA-76827,1,1698,Russian Ministry of Interior,12807
C-GRFO,1,1245,Skyservice Business Aviation,3737
YR-TIG,1,2458,Ion Tiriac Air,15119
C-GNAA,1,1104,SkyNorth Air,3695
EP-CFN,1,1586,"Chabahar Airlines, op.for Iran Air",5896
C-GERS,1,2423,Bombardier,3607
N902FX,1,2023,"FedEx, op.for Empire Airlines",11006
OE-GAA,1,1928,Tyrol Air Ambulance,11482
96-0002,1,2281,USAF,2667
N834TP,1,1786,National Test Pilot School,10810
C-FCCE,1,722,Transwest Air,3367
XB-RYT,1,1245,Rajet Aeroservicios,14790
N906JW,1,2459,JW Asset Management,11028
I-FEEV,1,1836,Air One Executive,7693
PT-SEA,1,1332,Manaus Aerotáxi,12517
F-GYAJ,1,2297,Air Méditerranée,6320
5Y-BUQ,1,1687,Airworks,2030
10 yellow,1,499,Russian AF,60
TC-AUY,1,1206,Anadolu University Civil Aviation School,13545
N200WQ,1,2245,"Colgan Air, opf Continental Connection",8775
VP-BAF,1,2198,Laret Aviation,14135
SX-SKY,1,1560,Sky Express,13340
G-BXAR,1,1971,BA CityFlyer,6830
N440RA,1,1445,Arctic Transportation Services,9523
HESA90-04,1,2460,HESA,7119
YV1950,1,1687,Rutaca,15295
FAC-1670,1,1986,Colombian AF,6438
PNC-0211,1,1986,Colombian Police,12117
S9-SVN,1,608,Aerolift,13045
EX-68039,1,621,Golden Rule Airlines,6057
SU-BAC/1272,1,1092,Egyptian AF,13298
TC-JGE,1,2461,THY,13583
YR-SBI,1,1929,Carpatair,15114
YV2129,1,1104,Command Air,15299
C-FSLZ,1,1264,Perimeter Airlines,3530
5X-ASI,1,1520,Air Serv Limited,1996
VT-XRM,1,2462,National Aerospace Laboratories,14434
L9-5/25,1,1300,Thai AF,7945
S9-SAB,1,1956,Aerolift,13042
PK-LIL,1,2101,Lion Air,11961
93-0597,1,2340,USAF,2639
AEE-101,1,1308,Ecuador Army,3058
A6-ERG,1,2463,Emirates,3019
N526FE,1,1871,FedEx,9824
RA-65981,1,1663,Russian AF,12767
1007,1,2464,Polish Navy,67
RP-C764,1,708,Chemtrad Aviation,12990
A-2703,1,872,Indonesian AF,2982
PK-BRD,1,1815,Aviastar Mandiri,11850
RDPL-34144,1,1687,Lao Air,12889
YV1181,1,1687,Línea Turística Aereotuy - LTA,15275
C-FTCZ,1,2465,CanJet Airlines,3536
CN-RNT,1,2466,RAM,5165
C-GLQD,1,2467,Porter Airlines,3686
N103TA,1,1044,Private,8284
N442NA,1,2051,Neptune Aviation Services,9525
N136FS,1,64,Four Star Air Cargo,8499
XA-MAF,1,1925,Magnicharters,14642
TL-ADM,1,1244,Bako Air,13721
RF-00842,1,109,Yakutsk ASK ROSTO,12903
N311US,1,1681,Northwest Airlines,9135
N139WA,1,1920,World Airways,8512
D-FOLE,1,1687,OLT,5524
EP-MCR,1,1639,Iran Airtour,5926
HZ-APW,1,2101,Saudi Arabian,7634
HL7419,1,2468,Asiana Airlines,7492
YV1467,1,2050,private,15283
A-1302,1,506,Indonesian AF,2973
EK-46839,1,1360,"Air Atlantic Congo, lsf Phoenix Avia",5841
A-1325,1,1724,Indonesian AF,2977
PR-MOZ,1,2350,Santa Coloma Investimentos,12367
9Q-CSA,1,1174,Services Air,2896
AEE-501,1,1294,Ecuador Army,3060
AP-BHO,1,2469,PIA,3134
F-GZCP,1,2470,Air France,6323
8Q-MAG,1,809,"Maldivian Air Taxi, lsf Kenn Borek Air",2589
SE-GEE,1,971,Skydive Airlines,13078
B-2175,1,1871,China Cargo Airlines,3222
VP-BXM,1,2294,Aeroflot-Nord,14153
XY-ADW,1,1381,Myanma Airways,14963
C-FJJR,1,1215,Strait Air,3434
K3062,1,1537,Indian AF,7882
EX-156,1,537,Valor Air,6055
HZ-ANB,1,1871,Saudi Arabian,7633
ZS-PNZ,1,1465,Aviation Asset Management,15466
RF-00428,1,537,ROSTO Primorsk-Ahtarska,12899
PK-TXN,1,1802,Express Air,12059
N998AL,1,2471,Alex Lyon & Sons,11305
RP-C8892,1,2457,Zest Airways,12999
HK-4094,1,1762,TAC,7397
N485UE,1,2472,Vecolair,9673
PK-BRO,1,971,Aviastar Mandiri,11853
D-ILFC,1,1656,LFH Luftverkehr,5559
7O-ADJ,1,1892,Yemenia Airways,2482
ZK-LOU,1,1242,Great Barrier Airlines,15359
ST-TYB,1,1587,El Dinder Aviation,13254
C6-FPO,1,1390,Western Air,3823
N387SW,1,2262,Southwest Airlines,9353
EP-CPG,1,1639,Caspian Airlines,5898
YV1200,1,2050,Kavok Airlines,15278
C-FDAM,1,1104,North Cariboo Flying Service,3379
UP-I6208,1,1211,"DETA Air, op.for Aria Air",13858
OY-POF,1,971,Air Greenland,11625
PK-NVC,1,971,Merpati Nusantara,12014
5N-BLN,1,1552,Capital Airlines,1940
EP-SHK,1,1916,Saha Air,5940
HS-PGL,1,2354,Bangkok Airways,7578
JA56AN,1,2473,All Nippon,7773
P2-MCB,1,971,Airlines PNG,11701
F-BTME,1,848,"Avioarte Serviços Aéreos, op.for Skydive Portugal",6229
-,1,2474,Avcen,18
YV212T,1,976,Islas Aviation Services,15300
RP-C6328,1,2434,South East Asian Airlines,12984
TN-AIA,1,1600,Aero Fret Business,13744
YV1183,1,1687,Línea Turística Aereotuy - LTA,15277
T-906,1,2475,Angolan AF,13411
83-0008,1,2476,USAF,2533
LZ-BHC,1,1982,"Air Vallée, lsf BH Air",8156
VT-ESM,1,2477,Air India,14403
VQ-TAH,1,708,Turks & Caicos National Airline,14210
